Name,Latitude,Longitude,Polygon Number
Binta Ristorante Pizzeria,46.77,12.1754,N/A
Vesuvio,44.3089,8.4783,N/A
Pizzeria Ristorante AL RIO,46.5469,12.4542,N/A
Gelateria Settimo Cielo,45.1752,11.0637,N/A
Edelweiss Stube,46.5656,12.6802,N/A
Bunker,45.7791,11.8036,N/A
Caffè Florian,45.4336,12.3382,N/A
Panificio Luppi MN,45.0092,11.2799,N/A
Spazio Caffelarte,45.6713,12.1708,N/A
Döner Kebab - Kebapci Aga San Fior (TV),45.9192,12.3548,N/A
Kalcheralm,46.8499,11.3224,N/A
Via dei Luppoli Pub,45.5548,12.1372,N/A
Panificio Fiordiponti,44.3298,9.2124,N/A
Kowa sushi - Castel Bolognese,44.3249,11.7875,N/A
Pizzeria Ristorante La Civetta,46.1413,10.7734,N/A
Caffè delle Carrozze,44.3166,9.327,N/A
Al Laghetto Cicogna,45.2765,11.487,N/A
Pizzeria Officina,44.9715,7.7637,N/A
Cafe Bel Sit,45.1229,8.7992,N/A
Ristorante e Pizzeria L'Ora | Riva del Garda,45.8786,10.8578,N/A
Pub 900,45.5221,10.8328,N/A
Ristorante Pizzeria La Fontana,44.9729,8.9577,N/A
Saccaro,45.9515,12.4885,N/A
PIZZERIA FILO 2.0 - Fidenza,44.8519,10.0757,N/A
L'Hamburgheria -la fabbrica del panino-,45.6307,12.573,N/A
PizzaRandom,45.6117,8.9516,N/A
Pizzeria JAMM Vercelli,45.3238,8.4099,N/A
Tairyo,45.4689,9.1528,1
Ristorante Europa,44.8783,10.1713,N/A
Steakhouse Gerhard Restaurant & Pizzeria,46.6254,11.1475,N/A
Mamma Mia Pizzeria,44.853,10.7368,N/A
Il Circolo di Tornavento,45.5831,8.7083,N/A
Retrogusto Ristorante Pizzeria,44.6775,10.0937,N/A
Arcano,44.7752,8.359,N/A
Chicken n Chicken,45.5443,11.5319,N/A
Pizzagrill Incanto,45.5713,9.761,N/A
DedasPuri Ristorante Georgiano & Wine Shop - Pavia,45.1854,9.1534,N/A
Farini,45.4383,12.3339,N/A
Napulè Hamburgeria Friggitoria & Pizzeria Napoletana,45.6802,9.7204,N/A
La Sosta,46.1271,8.5,N/A
Alpina 1954 Ristorante Pizzeria,46.0478,11.8741,N/A
Pizzeria La Rocca 019,45.5638,10.1179,N/A
Trani Braceria Pizzeria,45.8044,10.1077,N/A
Ristorante Pizzeria Zurigo,45.8518,10.9716,N/A
Pizzeria Moncalveat,45.0506,8.266,N/A
Tavernetta da Nani,45.0937,11.4911,N/A
Mani in Pasta - pizza & co.,45.9664,12.319,N/A
da Pino Padova,45.4077,11.8782,8
Gemma Grill,45.8127,12.4763,N/A
Gelateria Brina,45.5801,9.708,N/A
Il Kapuziner Platz im Wald (CASTELSEPRIO-Va),45.7095,8.8673,N/A
Tivoli Pub,45.7394,9.6122,N/A
Corte Vittoria,45.3845,10.7867,N/A
Ristorante Pizzeria Nonno Socrate,44.6542,11.7695,N/A
La Playa,45.8029,8.6499,N/A
Kisen Sushi Milano,45.4589,9.1795,1
TWISTER Pizza & Restaurant,45.6267,9.2758,N/A
Birracrua,45.5594,11.5171,N/A
Pizza OK,45.4745,9.2103,1
Ristorante Pizzeria DA GIGI,45.7591,10.8084,N/A
Pizzamorefantasia,45.6016,8.8928,N/A
Birrificio Gregorio,44.8104,10.324,10
Osteria Pizzeria Daimò,44.4689,11.412,N/A
Feltrin Gelateria & Wine Bar,45.7811,12.2596,N/A
Paddock,45.655,10.0464,N/A
Xin Sushi,44.8443,7.7304,N/A
Fitz,44.4809,7.5045,N/A
Main Street Pub,45.47,10.5318,N/A
Pizzeria All' Angolo,46.1688,12.7044,N/A
Antigua Bar & Steakhouse,45.649,9.2813,N/A
Il Mascalzone pizzeria con cucina,44.7662,11.2787,N/A
Panificio Pasticceria Tossini,44.3173,9.3242,N/A
Pizzeria Castello,45.3627,10.4318,N/A
Banda Bistropub Feltre,46.016,11.9076,N/A
Ristorante Pizzeria LaPerla,46.2816,13.1092,N/A
Il Gattaccio,45.1201,12.3228,N/A
Ristorante Pizzeria Baciami Ancora,44.9372,10.4969,N/A
Pasticceria Maniscalco - Rainero,45.6199,8.1586,N/A
La Locanda Di Vinadio,44.3067,7.1742,N/A
Arbor,45.7833,12.4935,N/A
La Mela Verde,45.8137,9.4214,N/A
Osteria al Bacaro,45.8013,11.9145,N/A
Pizzeria Luna Rossa-Carnia,46.4134,12.9131,N/A
Gelateria Toldo,45.8544,9.3912,N/A
La Cueva,45.5462,11.5131,N/A
Ristorante Pizzeria Piccadilly,44.7257,10.0884,N/A
Da Lauro,45.9992,12.2933,N/A
Ca' Solare,44.943,11.7617,N/A
Ristorante pizzeria Sunrise Bormio,46.4655,10.3727,N/A
Pizzeria Amore,45.636,13.0604,N/A
DiNapoli Masters Pizzaioli,45.6486,13.766,N/A
Pasticceria Bonati,45.7265,9.6097,N/A
Alfio Ristorante Pizzeria Bar,45.9605,10.9138,N/A
Il Tiglio Ristorante Pizzeria,45.8139,8.2588,N/A
Il Banco,44.7585,8.7842,N/A
Ristorante La Lumira,44.7122,11.3127,N/A
Puro Malto,44.6838,10.2887,N/A
Ristorante Pizzeria 4Strade,45.2176,10.4208,N/A
Ristorante Pizzeria Rosso Peperino,45.9471,10.294,N/A
Pasticceria San Gaetano Da Mariano,45.8279,11.8853,N/A
Japan House Vittorio Veneto,45.9755,12.3073,N/A
Ristorante Campiello,45.9568,12.8361,N/A
Ristorante Pizzeria Giardino,46.3648,11.0331,N/A
Pizzeria da Niní,45.5695,9.8529,N/A
Ristorante Pizzeria Il Castagno,45.779,9.4943,N/A
La Caveja,46.1387,12.2168,N/A
Panorama Al fil,45.7384,10.7302,N/A
Gelapajo,44.4023,7.4103,N/A
Ristorante Pizzeria Ae do Rode,45.5978,12.882,N/A
Madama Vigna,44.9033,8.0909,N/A
Pub - Pizzeria Biker's - Pub Alzano Lombardo,45.7379,9.721,N/A
Ristorante dell'Olmo,44.8809,8.575,N/A
Trattoria Zamboni,45.4751,11.536,N/A
Maccalli Bread & Cakes,45.4952,9.6462,N/A
AmaLe Muggiò - Pizzeria Contemporanea,45.5956,9.227,N/A
Atelier della Pizza,45.1343,8.4578,N/A
Gelateria Oasi,45.459,9.1782,1
Sarchiapone pizzeria Torino,45.0591,7.6813,N/A
Cocorico,45.5002,12.6292,N/A
Fabbrica Libera,45.6883,9.3167,N/A
Pizzeria ALEXANDER PIOSSASCO *****,44.9853,7.4599,N/A
Eisdiele,46.3145,11.2718,N/A
Pizzeria Ristorante Charlie,45.6265,12.3726,N/A
La sacra birra,45.0931,7.3777,N/A
La Smorfia Srl Nonantola,44.678,11.0425,N/A
Trattoria San Basilio,44.9453,12.1767,N/A
Ristorante Birreria I Templari,45.8738,12.2424,N/A
La siciliana Caffetteria Pasticceria Trattoria di Ficarra,45.7677,8.8133,N/A
Central Theater Cafè,46.7335,12.2793,N/A
Don Matté Mathi,45.2488,7.5424,N/A
La Bella Matil Detta Pizzeria con forni a legna & Forno Gluten Free,45.4693,8.7038,N/A
Trattoria Al Galo,45.4251,11.1751,N/A
L'Osteria Di Camurana,44.8627,11.0783,N/A
Restaurant Engelkeller,46.3114,11.2689,N/A
Portobello Food & Drink,45.2066,10.7935,N/A
Pasticceria Aries Giorgio & C.,45.8445,8.6695,N/A
La Coccinella,44.6514,8.3625,N/A
Ristorante Pizzeria Al Parco,45.3399,11.0701,N/A
Double B. Burgers,45.5937,12.1484,N/A
Al Fortino Trattoria Pizzeria,45.8607,11.46,N/A
Pizzeria Papier Maïs,45.7582,12.2507,N/A
Tapas de Pescado,45.4504,9.201,1
Focaccia In Piazzetta,44.3647,9.1471,N/A
Albergo Ristorante al Caminetto,44.5124,11.8282,N/A
Ristorante Giapponese Koi,44.8,10.3383,10
Al Desco Pizzeria Gourmet,44.9525,9.0315,N/A
Zum goldenen Löwen,46.7959,11.939,N/A
Birreria Pizzeria Piper,45.0854,11.6011,N/A
Donna Titina,45.4894,9.1636,1
Le Sablon,45.4339,11.8902,8
Ristorante Sunshine,45.9298,8.5684,N/A
Gelateria Mister Ice,45.3823,7.7088,N/A
Vivina restaurant beer-house,46.1548,12.7333,N/A
Ai Due Delfini,45.9033,13.3099,N/A
Volo Leggero,45.2624,11.1933,N/A
Ristorante Pizzeria Cellini,46.0849,13.37,N/A
Ristorante pizzeria Da Pia,44.9796,7.7516,N/A
American Bar Gelateria Oasi Srl,45.5416,9.5557,N/A
"Pizzeria Trattoria da ""ICIO&PAOLA 1989""",45.7244,11.5935,N/A
Walter's Food | Griglieria - Hamburgheria - Birreria,44.9724,7.7634,N/A
La Civetta,44.821,7.2284,N/A
Ristorante Pizzeria Rita,44.3538,9.5451,N/A
Dassie Gelato - Sant'Agostino,45.6675,12.2505,N/A
Ristorante Pizzeria le Fucine,45.8853,11.03,N/A
Ristorante Pizzeria Cafe' del Ricordo,44.8857,11.4151,N/A
Bar Pizzeria da Pedro,45.7648,10.8074,N/A
Sacchio1970,45.0387,9.7084,6
Brasserie al Mulino,45.7394,11.653,N/A
Pizzeria Rivasecca,45.8338,12.038,N/A
Ristorante Pinseria Le Forche,44.635,10.5751,N/A
Ristorante Griglieria Pizzeria Il Glicine,45.4424,8.8632,N/A
Passaparola,45.2143,12.2948,N/A
Salvetti - 1885 - Forneria Pasticceria Caffetteria,46.24,10.3994,N/A
QR Unconventional Food,45.3344,11.5632,N/A
Santa Lucia,45.4006,10.3145,N/A
Joker Café Birreria Paninoteca,45.613,8.8502,N/A
Tourlè LaPizzeria e ilGrill Altavilla Vicentina,45.5231,11.4883,N/A
Nuova Pizzeria e Ristorante Capri,45.3263,8.4246,N/A
Ristorante Tavel,46.1635,11.0029,N/A
Artigiana Fiume,45.9321,12.7268,N/A
Panetteria Gasparini 🍞,45.7464,11.4334,N/A
Ristorante Carosello,44.3972,11.3348,N/A
Chalet Spolverino,46.285,10.8374,N/A
Pizzeria Linus Rezzato,45.5092,10.3216,N/A
Trattoria Croce Bianca 2. M. C.C. Di Massolini Anna & C. Snc,45.7032,10.3874,N/A
Ristorante Casa Nardon,46.2091,11.096,N/A
Sennerei Drei Zinnen,46.7297,12.2187,N/A
La Puppola Ristorante Toscano,45.9308,9.4864,N/A
Sushi Kibo,45.0521,9.8787,N/A
Ristorante da Aldo vidigulfo,45.29,9.2358,N/A
Ristorante Pizzeria Delfino Blu,45.6799,13.4039,N/A
Osteria Pozzodipinto,45.9892,12.8774,N/A
Ristorante Pizzeria Jolly,46.241,11.2081,N/A
La Gardenia Trattoria-Pizzeria,44.3326,11.1876,N/A
Pizzeria Magia,45.8738,11.5077,N/A
Ristorante Cinese Asia,45.6303,8.8268,N/A
Pantagruel Pizza & Ristò,45.2164,10.8932,N/A
Risotteria Melotti Isola della Scala,45.2728,11.0063,N/A
Pasticceria Terraglio,45.6359,12.2405,N/A
Pizza Leggera Pavia,45.2024,9.1494,N/A
Ca' della Brace,45.5191,12.1778,N/A
Gaia Bistrò Dongo,46.1275,9.2823,N/A
Ristorante Dong,44.4719,11.4203,N/A
The Temple,45.0562,9.6997,6
Hamburgeria Bellaria,44.9153,9.7893,N/A
Avalon,45.7179,7.276,N/A
Pizzeria Ristorante Al Veliero,44.7912,10.3615,10
Strike,44.3467,11.7156,N/A
Pizzeria da Rosario Ristorante Bar Locazione Turistica,46.0782,11.9572,N/A
Gelateria Costantin,45.9121,9.3176,N/A
UNA Sushi Restaurant,44.6326,11.1923,N/A
La Razdora,44.8625,11.5118,N/A
Der Keller Pizzeria,46.795,11.9413,N/A
LA ROCCA farinata e vino,44.8497,8.8701,N/A
Al Gambero,45.3492,10.343,N/A
Ristorante Pizzeria San Fermo,46.011,11.9158,N/A
Ristorante Pizzeria Crotto Buzzi,45.9081,8.8959,N/A
Gelateria TOLVE,44.573,11.3623,N/A
Antica Focacceria Fiorentina,45.4814,12.2377,N/A
Dusci Via Grazzano,46.0563,13.2309,N/A
Ristorante Osaka,45.6855,9.7311,N/A
Giulietta Vintage Pizza,45.7065,9.6054,N/A
Pizzeria L'Abbazia Saletto,45.2285,11.5286,N/A
Al Bivio degli Artisti,45.5275,12.1608,N/A
Pizzeria Il Piacere srl,45.5309,10.2406,N/A
RockCafè Modena,44.6399,10.9305,N/A
Rifugio Degli Artisti,44.7722,11.3469,N/A
Bar Pizzeria Da Mario Snc Di De Rosa Armando & C.,46.1545,12.7086,N/A
Da Ezio | Ristorante in Collina,45.3499,11.6741,N/A
Pasticceria L'Artigiana Srl,44.3482,7.7725,N/A
La Lumaca Di Prato Barbieri,44.7399,9.6653,N/A
Hostaria Vite Rossa,45.4849,12.2404,N/A
Caffè Busetta,45.2907,11.5391,N/A
Pasticceria Gelateria New Style,45.2321,11.8736,N/A
Ristorante Pizzeria Lunaelaltro Marostica,45.7366,11.6608,N/A
Ristorante Pizzeria Cafe' Mania,45.7034,9.3469,N/A
Gastronomia Yamamoto,45.46,9.1867,1
Sushi Tao Verona ( we are not all you can eat),45.4423,11.0007,9
Yeti • Pila,45.6887,7.3116,N/A
Crosta,45.4708,9.2092,1
Ristorante Lamm,46.5735,11.6592,N/A
Home Stube,46.2273,10.8259,N/A
Trattoria alla Contadina,46.0686,13.3937,N/A
Kaori Japanese Restaurant,45.5968,9.1697,N/A
Ravioleria,45.4372,12.331,N/A
Civico Uno Food&Pizza,45.1867,9.1593,N/A
il Birrificio di Como,45.7892,9.0826,N/A
Pariani Pasticceria e Gelateria (Busto Arsizio),45.6102,8.8572,N/A
Gelateria Bandirali,45.3514,9.6877,N/A
SushiTO,45.1598,7.7095,N/A
Ciacco,45.4637,9.1868,1
Food truck Dal Vezza,45.7234,8.9859,N/A
Peter's Hamburgheria,45.1501,8.9592,N/A
Ristorante Pizzeria Le Vele,44.6679,12.2438,N/A
Gabry Pizzeria & Ristorante,45.4194,11.2837,N/A
Il Gabbiano di Massone Roberto,44.9149,9.0266,N/A
Sabbia d'Oro Ristorante Pizzeria,45.2108,9.3549,N/A
Ristorante Pizzeria L' Arina del Sante-Pizza & Cucina- Peschiera d.G.,45.4415,10.7054,N/A
Sherlock Holmes,45.9181,12.8584,N/A
Atmosphera,45.6352,13.0473,N/A
Vecia Società,45.8027,11.3518,N/A
Il Veliero Borgo Mantovano,45.0241,11.1232,N/A
Pizzeria Da Stecca,45.474,11.4511,N/A
HAMA SUSHI ristorante giapponese,45.5499,10.7225,N/A
Ristorante Pizzeria Grattacielo,45.7963,9.8347,N/A
Pizzeria Ristorante del Tosco,44.9476,8.9197,N/A
Terrazza a Mare,45.6883,13.1479,N/A
Hubenbauer,46.7378,11.6358,N/A
Bar Da Lucio,44.9631,9.0588,N/A
PAUSSA's Bakery - Cormons,45.9432,13.4607,N/A
Birrificio di Quero,45.9282,11.9364,N/A
Ristorante Drago D'oro,45.8879,11.0448,N/A
Ristorante Pizzeria Da Silvio,46.2748,12.0367,N/A
Pizzeria al Porto di Arco,45.8792,10.8733,N/A
RISTORANTE/PIZZERIA IL SOGNO,45.8088,9.0517,N/A
Ristorante Molinetto,44.4358,12.2705,N/A
Ristorante Pizzeria I Tre Archi,45.751,7.6476,N/A
Castlè - Carni alla brace,44.8274,7.9365,N/A
La Bussola,44.3458,8.5497,N/A
Ristorante Pizzeria Bucaneve,46.3204,10.8359,N/A
Il Nuovo Villaggio della Fonte,44.674,7.5637,N/A
Stella PUB,45.8193,9.3093,N/A
Basil & Co.,45.5447,11.5488,N/A
Pizzeria Restaurant Barracuda,45.0531,9.4429,N/A
Sushi Maison 2 Crema,45.3527,9.6886,N/A
Ristorante Orientale,45.4845,12.2329,N/A
Gelateria Gemma since 1970,45.6953,9.6866,N/A
Gran Gelato,45.5792,9.2523,N/A
Gelateria Puro & Bio Lodi,45.3115,9.4981,N/A
Ristorante Pizzeria La Rustica,45.9967,8.7525,N/A
Fumagalli Pastries,45.7326,9.3145,N/A
Bar Ristorante Pizzeria La Bussola,45.6359,10.599,N/A
City Wok,45.039,9.719,6
Gelateria al Rondò,44.8387,8.0715,N/A
Birraria da Bauce,46.4301,12.2326,N/A
Trenti pub,45.7948,11.7233,N/A
Bar Pasticceria Mastai,46.3194,9.3987,N/A
Buffalo Grill da Pino,45.6458,11.5763,N/A
La Bottega del Gelato,46.4977,11.3369,N/A
Ristorante Pizzeria da Mimmo,44.886,11.4186,N/A
Wulfenia da LIVIO,46.5571,13.2785,N/A
La Siciliana,45.4887,9.2296,N/A
Come 'Na Volta Hamburgeria - Scandiano,44.5945,10.7006,N/A
Ristorante Corte San Carlo (Giropizza a Saliceto),44.9978,9.9089,N/A
Bar pizzeria Cinzia,45.7354,10.4685,N/A
NOI - Mercato delle Erbe,44.4961,11.338,4
Ristorante Pizzeria da Franco,45.8412,9.6648,N/A
Pizzeria Don Pedro,46.0364,10.8758,N/A
Sioneri,44.7385,7.9994,N/A
Ristorante Pizzeria Leon D'Oro,45.6595,10.0473,N/A
L'Altro Carlo Rè Dal Gianlu,45.3727,11.1223,N/A
Caffè Veneziano,44.3313,10.8314,N/A
Pizzeria Ristorante al Fiume,45.9205,10.8905,N/A
Alfieri,44.7669,8.0689,N/A
Sushi 2.0,44.7943,10.8749,N/A
La piccola Conchiglia,44.9924,10.7469,N/A
Ristorante Pizzeria Zodiaco,45.0283,9.1594,N/A
Chakramen & U Sushi1,45.6306,12.5858,N/A
The Gammon Pub,46.0294,12.6198,N/A
Osteria La Vecchia Corte,45.1898,9.7434,N/A
Trattoria Fossatone,44.4954,11.5681,N/A
Ristorante Pizzeria Dedomenici,44.8521,9.0972,N/A
Ristorante Sushi Sakura Vittuone,45.4838,8.9543,N/A
Dalì - Ristorante Pizzeria Lounge Bar,45.9357,8.5754,N/A
Gelateria Florian,45.0829,7.4019,N/A
Gelateria Da Bepi,45.4281,11.914,N/A
Istanbul Kebab e Pizza,45.8094,13.5333,N/A
Padellone Tranci&Piatti Pizza al Trancio-Carne alla Griglia-Hamburger,45.5447,9.0009,N/A
Block House,45.5708,11.9324,N/A
Ristorante Alla Piazza Koya,45.0475,9.6744,6
IM KULT,46.6551,11.1471,N/A
Pizzeria Ristorante du Tunnel,45.7905,6.9718,N/A
Da Salvatore,45.6864,13.1362,N/A
Gelateria Pilier central - Pasticceria,45.7556,7.0393,N/A
Al Grill - San Marco,45.4339,12.335,N/A
Pabo's Pizza Rovato,45.5603,10.0163,N/A
Flame Codroipo,45.957,12.973,N/A
Pizzeria Trattoria da Giorgio,45.2686,10.7736,N/A
Caffarel S.P.A. Negozio Aziendale,44.8171,7.2448,N/A
Cambius,45.9589,8.5464,N/A
Carpe Diem,44.9168,7.2484,N/A
Petronilla,45.7925,9.1979,N/A
Osteria della Pizza,45.7823,12.6496,N/A
Trattoria Sofia,45.3394,11.2419,N/A
Ristorante Pizzeria Le Quattro Rose,44.8318,11.1286,N/A
Sorbole!,45.1741,7.8317,N/A
Pizzeria S. Lucia,45.6918,9.5689,N/A
Gelateria La Carapiña,46.1472,9.3057,N/A
Ristorante Pizzeria AL SOLE,46.0057,11.2727,N/A
Ristorante Pizzeria Giro',45.4255,11.137,N/A
Kuuk Pizza,44.9166,8.6102,N/A
Gelateria Jelassic Park,44.4705,11.4094,N/A
Gastronomia Da Marco,45.2565,11.1357,N/A
Le Vieux Bourg,45.8213,7.2289,N/A
Ayaki Sushi Ristorante,44.3524,11.7104,N/A
Arcadia Pizzeria Steak House,45.6504,10.4746,N/A
Gelà naturale,45.5144,10.8938,N/A
Pizzeria La Dispensa,45.656,9.2548,N/A
Accademia della Birra,45.7846,8.7905,N/A
Binario Zero,45.5577,8.0667,N/A
Vanilla Bakery,45.4692,9.1547,1
Pizzeria Gennarì,45.488,9.2175,N/A
La Locanda dei Sapori,45.2144,9.501,N/A
La Locanda,45.7921,9.4124,N/A
Hokkaido Ristorante Giapponese,45.8594,8.6871,N/A
Pizzeria ristorante Il Cortile dei Frati,45.6137,8.3558,N/A
RaviolPub,44.7244,8.9275,N/A
Vecchia Pergine,46.0584,11.2402,N/A
Tre Vele Ristorante Pizzeria Pinseria,45.6258,8.7889,N/A
White Bar Busche - Lattebusche SCA,46.0406,11.9833,N/A
Il Pizzorante,45.5824,8.7158,N/A
Pizzeria Da Umberto locanda e cucina,45.6534,11.4185,N/A
Bar Piadineria LA FARFALLA,44.8761,12.1976,N/A
Ai Quattro Camini,45.4637,10.2061,N/A
G - Gelateria Corso Telesio,45.0817,7.6288,N/A
Al Cantuccio,45.8007,9.8854,N/A
Pizzeria Martina,46.6909,12.366,N/A
Ristorante Pizzeria Villa la pausa,45.8087,10.5088,N/A
Takashi Genova,44.3954,8.9492,3
La Stalla Del Nonno,46.4775,11.7406,N/A
Capanigra Birra e Cucina | Pizzeria,44.3096,9.3466,N/A
Ristorante pizzeria La Palud da Rocco e Francesco Courmayeur,45.8178,6.9644,N/A
Area Gusto 1987,44.5076,11.0838,N/A
Taj Mahal,45.542,10.2121,N/A
Moby Dick,46.1447,13.2204,N/A
Pizzeria CHARLOT s.a.s. di Zappalorto Ezio & C,45.788,12.1745,N/A
Ristorante Shangrila,45.6455,8.3736,N/A
Al Vecchio Kalkerin Ristorante Pizzeria Affittacamere,45.8205,9.3949,N/A
Pub Rosa,45.8493,11.6697,N/A
CIVICO18,44.8244,8.1659,N/A
Greek Tavern Olimpia,45.0337,7.6687,N/A
Turonda | pizza · bistrot · drinks,46.5748,11.6705,N/A
Pasta Madre,45.6684,12.1813,N/A
Japan House San Vendemiano,45.8811,12.3252,N/A
Antica Pizzeria Trattoria da Gigi,45.5152,10.9471,N/A
Pizzeria da Albert,46.0666,11.1172,N/A
Pizzeria Locanda Antica Pieve,44.3315,9.9299,N/A
Ryo Sushi Fusion Restaurant,45.6767,8.3197,N/A
Al Cantun 311,45.2542,10.6719,N/A
La casetta del Gad,45.0421,6.8466,N/A
Pizzeria El Gringo,46.4405,12.3803,N/A
Pizzeria Sobborghi,45.5816,9.2862,N/A
Mario Ice Cream Shop,46.4869,11.3484,N/A
Trattoria Campocervaro,45.8662,12.4208,N/A
Civico 02 Cafe',45.2435,9.8778,N/A
Pizzeria Da Daniele,44.7906,10.3626,10
Meggima am See - Bar Restaurant Pizzeria,46.8908,11.87,N/A
"Restaurant, Pizzeria, Bar Putzer",46.783,11.6687,N/A
Bakery Tossini 2 Of M.Tossini & C. (S.N.C.),44.3502,9.2307,N/A
Pizzeria Il Chiostro,45.1854,11.1962,N/A
Pizzeria Marechiaro Garlasco,45.194,8.9307,N/A
Ginza Padova,45.4109,11.9068,8
Hanami Fusion Restaurant,45.5442,9.0033,N/A
Mani in Pasta - Pizzeria,45.473,9.211,1
Ristorante Pizzeria Italia,45.5326,8.4162,N/A
Ristorante Pizzeria Red Fox,46.2877,10.2627,N/A
Panificio Cappelli,44.8337,11.6173,N/A
Ristorante Pizzeria Minelli,44.7141,11.2989,N/A
Cooperative outlet of the Pennar Cheese Factory,45.8658,11.5011,N/A
Dago Red,45.7709,9.3384,N/A
"Pizzeria Ristorante ""La Pergola""",44.7658,11.2735,N/A
Gelateria Artigianale Mont Blanc di Terenzani Claudio & c. snc,46.0297,13.2159,N/A
Ristorante Casanostra,45.5768,9.5376,N/A
Ristorante - Pizzeria Celeste,45.8809,11.037,N/A
La Bula,46.5522,11.7636,N/A
Restaurant Pizzeria Lampl,46.6915,10.5441,N/A
Da Gino Trattoria Pizzeria,45.462,12.4725,N/A
Namaste Ristorante Indiano,45.7986,9.087,N/A
Pizzeria Trattoria La Capanna Nus,45.7456,7.4902,N/A
Trattoria La Gassa,45.6838,12.743,N/A
Bar Ristorante Pizzeria 2 Barche,44.8591,10.9657,N/A
Birrificio Citabiunda,44.7118,8.1349,N/A
Mauriz Keller - Restaurant - Pizzeria,46.5742,11.6715,N/A
Don Stuart Pub,45.1332,10.3524,N/A
Ristorante Pizzeria Gelateria Polin,45.6762,12.161,N/A
Peperino e Milano,45.4808,9.1859,1
Albergo Ristorante Pizzeria La Madonnina,45.4007,9.8987,N/A
Ru Yi,45.4373,10.985,9
Ristorante Pizzeria Bella Napoli E Albergo,45.5405,9.9396,N/A
Steakhouse LA TAMBRA - Restaurant & Pizzeria,46.558,11.7239,N/A
Speedy,44.5034,9.6281,N/A
LAQUOLINA,45.5849,9.4066,N/A
Pizzeria Sotto zero,45.9342,7.6293,N/A
Birreria Mariolo's Pub,45.7293,11.5,N/A
