Name,Latitude,Longitude,Polygon Number
Solo Pizza,44.3088,8.484,N/A
Pizzeria da Gimo,45.2963,12.04,N/A
Pizzeria Sud Riva del Garda,45.883,10.8538,N/A
Croce Bianca,44.9273,9.914,N/A
Ristorante Pizzeria alle Rose - Tutto rinnovato!,45.1001,11.7365,N/A
Pizzeria Adamello,45.5896,10.5219,N/A
Osteria al Bacco San Vito al Tagliamento,45.9182,12.858,N/A
Baccanale,45.2904,11.7836,N/A
Pizzeria Reginè,45.6149,9.044,N/A
Dusci Gangi,46.0838,13.2329,N/A
8 Sapori - Ravioleria Artigianale,45.0673,7.6913,N/A
Blanche Pizzeria,44.3515,9.3433,N/A
Sushi House,45.5351,9.3923,N/A
Ca'Romea Ristorante Pizzeria,45.4277,12.182,N/A
Grano Cucina - Ristorante Pizzeria Bar Panificati,44.9565,7.7868,N/A
L'uva e Il grano,45.0985,7.6648,N/A
Pizza Smile Chioggia,45.2154,12.2946,N/A
Antica Costese,45.1735,9.969,N/A
Sapori di Casa Max,44.4617,11.6952,N/A
BIRRERIA Artigianale Via Priula di San Pellegrino Terme,45.8331,9.6655,N/A
Vecchia Rocka Pub,45.0331,8.3865,N/A
Trattoria Albergo Pizzeria Veranda Barabasca,44.9588,9.9092,N/A
Workshop-Pizza in pala alla romana,44.307,8.4853,N/A
L'Angolo Nascosto,45.6299,12.0218,N/A
Don Peppe,45.4066,10.9765,9
Pizzeria Ristorante Primavera,45.6359,12.2479,N/A
IPPOCOCCOLO,45.5211,9.5921,N/A
Bar The Brothers,45.5231,11.0173,N/A
Birreria Lemon,46.0967,13.0867,N/A
Al Pescatore | Bar ~ Ristorante ~ Pizzeria ~ Residence,46.3825,10.9721,N/A
La Nuova Perla,45.432,12.3508,N/A
Ristorante Pizzeria La Toscanella,44.3793,11.6486,N/A
Gusto Divino,44.6459,7.4931,N/A
Barcelleria Chiavari,44.3353,9.3472,N/A
KIYOMI SUZZARA,44.9944,10.7333,N/A
Cascina Vecchia Pizzeria Ristorante,44.7442,8.3262,N/A
Pizza Jazz,45.8807,12.7132,N/A
Vicentini 1966,45.6862,11.6056,N/A
HAIKKY Ristorante Novara,45.4299,8.5843,N/A
Mama Eat - Gluten-free Restaurant & Pizzeria,45.4835,9.1701,1
Gelodoc,45.2305,7.603,N/A
Chihuahua Tacos,45.4523,9.1815,1
BAR GELATERIA I PORTICI,45.6317,8.7852,N/A
Ristorante Mexicali - Villasanta,45.6154,9.3109,N/A
"BAYRAM pizzeria, kebap, grill e burger- COSSATO-BI",45.5689,8.1836,N/A
Pizzeria Da Gaetano,44.6971,10.4695,N/A
Amaranto,44.4201,12.1946,5
19 al Paradiso,45.5104,12.1228,N/A
Vespucci Ispra,45.814,8.6074,N/A
Panorama - Lievito Madre Ristorante Pizzeria Bar,46.0043,11.2589,N/A
La Corte dei Ciliegi,45.4822,11.6144,N/A
Piadina Ciliegia,44.6656,12.2436,N/A
Ramon,46.4413,11.6946,N/A
Ristorante Yamakawa,45.6,8.918,N/A
No Format,46.0883,11.1212,N/A
Gelateria Gianni,44.4958,11.3402,4
Gelateria Arlecchina,45.6866,9.799,N/A
Birrificio Curtis Canava,45.3753,7.7349,N/A
Tokyo,45.3255,8.4214,N/A
TOMO SUSHI 7,45.5297,11.5005,N/A
Dal Zovo Cantina & Bistrot - Corso Cavour,45.44,10.9892,9
"Green - Ristorante, Pizzeria",44.3,8.477,N/A
La Rosa Blu Ristorante Pizzeria,44.8139,8.1077,N/A
Ristorante Pizzeria Il Cigno - Primaluna (lc),45.9812,9.4408,N/A
Pub Number One,45.35,10.3443,N/A
Ristorante Uzumaki,44.8321,11.2909,N/A
CRAK Brewery & Taproom,45.4835,11.9023,N/A
Ristorante Pizzeria La Concordia di Maccagno,46.0376,8.741,N/A
Gelateria Il Golosone,45.9039,8.906,N/A
Ristorante Pizzeria da Aldo,45.7635,8.5586,N/A
Chalet _ Rocca dei Folli | Pizzeria - Ristorante,44.6361,9.4912,N/A
Ristorante pizzeria L'Ammiraglio,45.7777,12.1109,N/A
Kartell Bistrot Panoramic,45.7908,6.9709,N/A
Pizzeria Sapori del Sud,45.7703,11.7356,N/A
Ristorante Yuxi,45.8026,13.5459,N/A
LE COLONNE GELATI & CREPES FAMOSE®,45.4565,9.1809,1
Papilla Milano,45.453,9.181,1
Koi Asian Restaurant,45.4984,12.6173,N/A
Kimuya Japanese Restaurant,45.5643,9.0771,N/A
Restaurant Pizzeria Kutscherhof,46.7154,11.6559,N/A
Ristorante Al Barracuda,45.6527,9.723,N/A
Restaurant Bar Pizzeria Christl,46.7616,12.0287,N/A
PinUp Pub,45.7766,12.1053,N/A
Il Rifugio Dei Briganti,45.0123,10.5075,N/A
Trattoria Argentina Refrontolo,45.9214,12.2076,N/A
Pizzeria Posillipo,44.3408,7.4976,N/A
Gelateria Isma,46.0812,12.1472,N/A
Giada | Hotel Ristorante Pizzeria,45.5028,11.6402,N/A
Pedrocchi Café,45.4077,11.8772,8
Titti - Pizza da asporto e pizzeria,46.0532,11.4572,N/A
Nuova Pasticceria Lady,44.9198,10.2294,N/A
Uno Caffé Olistico,44.4974,11.3462,4
Yalla Amigo,45.4364,10.9937,9
La Bottega del Kebab,46.07,11.1196,N/A
ICE CREAM,45.361,9.6829,N/A
La Prua,45.5071,10.8394,N/A
Pizzeria Al Gambero di Palmanova,45.9067,13.3088,N/A
Wen,45.8161,8.8252,N/A
Pasticceria Elisir,46.1791,12.2838,N/A
Dolomiti Quattro Archi,45.3598,12.0934,N/A
Pizzeria Fornella - Corvara,46.5516,11.8728,N/A
Special Movida,45.7013,11.8226,N/A
Restaurant Pizzeria Europa,46.935,11.4464,N/A
jenny doppia O,45.8803,12.7165,N/A
"Pasticceria DAF Trofarello Pasticceria e Gelateria Artigianale, Caffetteria, Aperitivo.",44.9739,7.7597,N/A
Sushi-si,44.4071,8.9351,3
Miu,45.5286,9.5917,N/A
Londrina,45.2248,7.6582,N/A
La Pecora Nera - Pizzeria,46.1651,9.9438,N/A
La Loggia Del Ce,45.3514,10.6007,N/A
Open Baladin Cuneo,44.3924,7.5459,N/A
Gelateria Cicci,44.8405,11.1444,N/A
Mythos Cucina Greca,44.4152,8.9255,3
Ristorante Pizzeria Il Faro,46.1375,9.3719,N/A
Mollica,45.0589,7.6833,N/A
Ali Babà e i 40 Panini,45.7023,8.4595,N/A
Sushi Stella,44.9037,8.8692,N/A
tiPinso,45.4782,9.2047,1
Chiosco Bar Isola Verde,45.4682,9.1311,N/A
City Istanbul Kebap-pizza-grill,45.3178,8.861,N/A
La Sgarbatella snc.,45.3412,7.6929,N/A
Antica Gelateria Sartori,45.4862,9.2067,1
Bacarando Corte dell'Orso,45.438,12.3374,N/A
Mad One,44.9818,10.4237,N/A
Ristorante Pizzeria Luna Rossa,45.1195,11.4048,N/A
Ristorante Pizzeria La Fattoria di brenzio(GRAVEDONA ed uniti),46.1472,9.2853,N/A
Pasticceria Artigianale Gelato Caffè,45.9472,8.7674,N/A
Roma Pizza & Restaurant,45.2516,8.7326,N/A
Noodles&Sushi,44.8105,10.3306,10
Ristorante Nuova Pesa,44.6262,11.4919,N/A
Cirilli,46.0672,11.1249,N/A
All'Ancora,46.0741,12.1329,N/A
The Temple Pub,44.8016,10.5688,N/A
Da Leo Pizzeria,45.2143,12.2929,N/A
Pizzeria La Tavernetta,45.6534,11.8265,N/A
Rifugio Fodom,46.4868,11.8246,N/A
Ai Prati,44.6671,8.6642,N/A
Pizzeria La Lampara,45.6684,8.4223,N/A
Thai Fusion Torino,45.0671,7.6912,N/A
Chick a Boom Brasserie,45.8674,12.6239,N/A
Pizzeria Gelateria Cristallo,45.5467,10.7197,N/A
Frank Baracca | Pizzeria e Ristorante di pesce,45.8245,12.2114,N/A
Ristorante Pizzeria Maso Sveseri,46.2068,11.3237,N/A
Pizzeria La Noghera,46.0188,11.8915,N/A
Skay ristorante pizzeria,46.6048,12.4776,N/A
L'OTTANTAVENTI BURGERBAR (L'80/20),46.0131,13.3215,N/A
Cappello - Ristorante Pizzeria,45.0685,12.2444,N/A
Mondelli Stable,45.9114,13.1584,N/A
Carozzi Formaggi,45.948,9.453,N/A
Gyros kebab Halal,45.4396,10.6887,N/A
Pizzeria Hans,46.8475,10.5052,N/A
Pizzeria Geppo dal 1981,45.48,9.2136,1
Pizza Republic,45.5621,8.1134,N/A
Fiabe di Gelato,45.6114,8.8509,N/A
GIOMAKI DIGITAL SUSHI EXPERIENCE,45.6737,8.8263,N/A
La Teglia,45.6971,9.4095,N/A
Sushi Kòbbo,45.4778,9.1987,1
Meet Sushi Restaurant,45.6909,9.4007,N/A
Ristorante Pizzeria Scanabecco,44.3136,11.1592,N/A
Tokyo Restaurant,46.1695,9.8693,N/A
Pizzeria Metropolitain,45.9507,12.1202,N/A
Il Giardino Del Roero,44.7185,7.9399,N/A
Ej Ristorante Giapponese,45.0841,7.4668,N/A
Lindt Factory Shop,45.8431,8.8248,N/A
Ai Dossi Ristorante Albergo,44.5876,11.9252,N/A
Pizzeria Ristorante da Miceon,45.7142,12.1927,N/A
Osteria Pizzeria La Calchera,45.592,10.3104,N/A
L'Arcimboldo Ristorante con Pizza Centro Storico Giardino e Terrazza a Lago,45.4946,10.6058,N/A
Pizzeria Il Cinghei,45.6552,9.3293,N/A
Brembati Pastry - Bergamo,45.7471,9.6166,N/A
Ciampinoi Self Service & Pizzeria,46.5387,11.7534,N/A
PizzArtist - DLF,44.5069,11.3523,4
Al Ciliegino Ristorante Pizzeria,45.9754,13.3918,N/A
Locanda del Lago 2.0,45.4233,8.0514,N/A
PLEASE - Pizza & Restaurant,45.6452,9.306,N/A
La Forchetta d'Oro - Ristorante Pizzeria,45.7086,9.4841,N/A
Pasticceria Caffè del Sole,44.6798,12.241,N/A
Restaurant Pizzeria Bar Sportbistro,46.6245,10.6483,N/A
Ristorante Pizzeria San Giorgio,46.0735,12.5819,N/A
Lostaria Pizza Cibo e Birra,45.0242,12.2339,N/A
Kung Fu Bao,45.4899,9.2176,N/A
Ristorante TAIYO 6,45.5731,9.0597,N/A
Gelateria Tuttigusti +1,45.6126,8.7576,N/A
Le Nove Scodelle,45.4875,9.2173,N/A
Veganda,45.397,11.8793,8
Pizzeria Trattoria Capello,45.8209,13.3424,N/A
Bar Trattoria Locanda Il Sagittario,44.7621,10.4566,N/A
Gelateria Dolcelatte,45.6265,9.3218,N/A
Alpino,46.5056,13.5739,N/A
Stella Polare,44.5644,7.4564,N/A
Enobraceria il Gallo Nero,45.0069,12.2048,N/A
Cremeria Visconti,44.6752,8.472,N/A
Club Moritzino - Piz la Ila,46.5651,11.9065,N/A
Trattoria Menotti,45.9733,13.3557,N/A
Asian Restaurant Offanengo | Sushi & Grill,45.3751,9.7279,N/A
A Casa di Pulcinella,45.0529,7.6579,N/A
Pizzeria Trattoria La Lumiere,45.5763,10.9491,N/A
Hans Pizzeria Restaurant,46.729,12.2223,N/A
Ristorante Pizzeria Wunderbar,45.8747,11.5142,N/A
Cremeria D'Azeglio,44.4869,11.3395,4
Ristorante Pizzeria Re di Quadri,45.374,11.3906,N/A
Red Pub Scandiano,44.5974,10.6675,N/A
Bonelli Burgers,44.4988,11.34,4
Pizzeria e Spaghetteria Scoiattolo,45.9148,11.1744,N/A
Pizzeria - Gasthof Stern,46.6173,10.5948,N/A
Pizzacoteca di Brera,45.4728,9.1873,1
Pizzeria Autentiko (Appiano Gentile - Como),45.7313,8.9866,N/A
Pinsa Per Te,45.0828,7.3948,N/A
Q35 Ristorantino,44.4671,11.9605,N/A
Bar La Cambusa,46.0141,9.2831,N/A
Ristorante Pizzeria Il Vecchio Mulino,45.9334,10.296,N/A
Ristorante Pizzeria Cascina Del Conte,45.2973,11.2756,N/A
Ristorante Pizzeria La Salera,46.2918,11.4625,N/A
Dogali Ristorante Pizzeria,45.0412,7.3777,N/A
Bar Restaurant Le Palme,45.7281,9.402,N/A
Darsenale - Bizantina Brewpub,44.4228,12.2156,5
Gassl Bräu,46.6398,11.5646,N/A
Ristorante alla Centrale,45.5571,12.1145,N/A
Osteria Pub Sirius,44.6665,11.3057,N/A
El Caracol,44.3141,9.8893,N/A
Trattoria Genzianella,45.7284,7.3562,N/A
Ristorante Pizzeria Centrale - La Spinata,45.8114,9.9032,N/A
Ristorante Pizzeria Bar San Marco,45.6836,12.6353,N/A
Stella d'Oro Trieste,45.6554,13.8071,N/A
Dubliners Irish Pub,45.0493,9.6917,6
ITAL INDIA Restaurant Halal Foods,45.4462,12.3261,N/A
Ristorante Lipen,45.6596,9.2902,N/A
Pasticceria Acquario - Catering,45.8102,9.537,N/A
La Buona Tavola,46.1606,12.1291,N/A
Ristorante pizzeria Maria Luigia Luxury,44.6422,10.3806,N/A
Gelateria i Giardini di Marzo,44.3595,8.5781,N/A
Sushisound Restaurant,45.0647,7.6783,N/A
Ristorante Pizzeria La Contea,46.0309,10.7333,N/A
Dirigì,45.5031,12.6368,N/A
UÂO PIZZA,45.0592,7.6812,N/A
Ristorante Pizzeria Andel Haus,46.172,11.0083,N/A
La Buca dei Diavoli,44.8047,10.1762,N/A
Ristorante Coreano Bada - 한식당 바다,45.4641,12.2117,N/A
Ristorate Pizzeria Bella Napoli,45.1358,7.0476,N/A
Bierstube Alleghe,46.4059,12.0228,N/A
Trattoria Da Ivana & Secondo,46.2085,12.9327,N/A
IL Pianeta 2000,44.4912,7.5423,N/A
Cruncheria by Renato Bosco - Verona,45.4432,10.9977,9
Gelateria Spini,45.6934,9.4417,N/A
La Rocca,45.6296,12.3742,N/A
La Riviera,45.0072,7.8894,N/A
Pizzeria I Partenopei Brescia,45.5345,10.2174,N/A
Vecchia Trattoria Monte Adone,44.3401,11.3027,N/A
Trattoria Pizzeria Al Lupo,44.9162,10.8548,N/A
BuonSushi Oriental Italian Restaurant,45.8506,8.9092,N/A
TRE Officina delGusto,44.9386,7.9451,N/A
Ladybug Bar,45.9855,10.3326,N/A
Ristorante Bistrot 55,45.4935,12.2418,N/A
Alla Fucina da Bepo,45.9298,12.7458,N/A
Ristorante Il Girasole,45.7239,12.5915,N/A
La Coccinella - Ristorante e Pizzeria,45.2709,10.0923,N/A
Bar Nela,45.8227,8.9586,N/A
Osteria 59,45.0366,11.2264,N/A
Pizzeria al Molin,45.9083,11.909,N/A
Alle Arcate,45.5211,12.0172,N/A
Ristorante Il Manuale 2,45.1941,7.7752,N/A
Ristorante Pizzeria Bar La Ruota,45.7808,7.7005,N/A
Il Bagai,45.5314,9.4079,N/A
Trattoria Il Diavoletto,44.4275,10.9242,N/A
Ristorante Pizzeria al Capriccio,45.1769,8.992,N/A
La Pizzoteca di Davide Medori,44.5479,7.7177,N/A
Sumishi,45.2146,11.7547,N/A
Ristorante Au Caruggiu,44.3277,8.5037,N/A
Pizzeria Restaurant Mausefalle,46.9168,11.9575,N/A
Calinferno pizzeria ristorante a San Fior,45.9009,12.3711,N/A
Moya Restaurant Japanese,45.4471,9.154,N/A
Mezza Libbra,45.9545,12.6599,N/A
Crema di Gelato,45.1964,8.92,N/A
Pizzeria Ciro Cascella 3.0 Milano,45.4615,9.2115,1
Al Tranvai - Pizzeria Trattoria,44.9948,8.3887,N/A
Lido 84,45.6252,10.5756,N/A
Ristorante Olimpia,44.9889,8.5421,N/A
Così Com’è,45.8176,8.8281,N/A
La Schiavenza,45.4345,8.024,N/A
MiraLago Pizza & Cucina Angera,45.7709,8.5709,N/A
Fiordifragola Ristorante Pizzeria,44.7295,7.9242,N/A
Special | Burger Restaurant,45.4191,10.9889,9
Sushi Ono Brescia,45.527,10.2603,N/A
Ristorante Pizzeria Lido 2.0,45.9061,8.8961,N/A
Ristorante Pizzeria Maffei,45.8851,10.8408,N/A
Don Chisciotte,44.7639,11.3663,N/A
Pivazzano Pizzeria Ristorante,44.3406,9.5902,N/A
Blancio pub pizza grill,44.8154,7.2244,N/A
Il Mulino Ristorante Pizzeria,44.9863,7.4642,N/A
Kamelot,45.27,9.7949,N/A
Ristorante Pizzeria La Fenice,45.8733,9.7311,N/A
Ristorante & Pizzeria al Capriolo Tovel,46.2944,10.9744,N/A
Route 66 Pub & Grill,45.4926,12.6089,N/A
La Fabbrica del Gelato,45.9729,9.1963,N/A
Il Gelataio Valdagno,45.6443,11.2997,N/A
Pizzeria Ermes 2.0,45.5172,11.8051,N/A
Mucca Argentina | Ristorante Argentino e Albergo,44.5782,10.9086,N/A
Al Masaniello,46.0553,13.2299,N/A
Cafe Lintner,46.5377,11.4648,N/A
Pizzeria Restaurant L Ciamin,46.5567,11.7502,N/A
Ristorante FUJI SUSHI,44.4737,11.0105,N/A
Ristorante Pizzeria Amici Miei,45.6452,8.4907,N/A
Le Papillon - Wood oven - Hamburger Gourmet,44.9521,7.1935,N/A
Gelateria Gallonetto,45.4372,12.3393,N/A
Pizzeria La Pieve,46.0302,10.3393,N/A
Pasticceria Il Quadrifoglio,44.5987,10.6963,N/A
Pizzeria La Talpa Miola,46.1272,11.2496,N/A
La Pinseria 1,45.071,7.6837,N/A
Big Bar,45.9977,10.3381,N/A
Da Vittorino Bistrot,45.6736,12.3332,N/A
Ristorante Trattoria alla Cappa d'Oro,45.1746,11.756,N/A
Haru,45.7886,9.3489,N/A
Oriental Restaurant,45.5642,8.158,N/A
Caprizza Pizzeria e Friggitoria,45.6968,9.6829,N/A
Ristorante Pizzeria 45,46.1169,8.2952,N/A
Gazebo Pizzeria Artigianale,45.0419,9.0809,N/A
Osaka - Ristorante Fusion,44.7956,10.3492,10
A Casa Mia,45.8452,12.3554,N/A
Pizzeria Ristorante Gaon,45.614,10.7973,N/A
Doppiozero Food Lab - Modena,44.6588,10.9203,N/A
La Contea di Montale,44.5661,10.9044,N/A
Ristorante Pizzeria - I Sapori di Casa Mia,45.3932,11.3916,N/A
Peperosa,45.7904,8.7534,N/A
Ristorante Pizzeria Valceno,44.6826,9.9093,N/A
Le Cinque Stelle,45.3291,8.426,N/A
Mezzaluna,45.2911,8.5895,N/A
SanGiorgio Le Colline,45.1873,9.4919,N/A
Gelateria Consuelo,45.5874,10.444,N/A
Gelateria Golosandia Snc,45.762,8.2688,N/A
La Curcuma Ristorante Indiano,45.7785,12.9178,N/A
Ristorante Pizzeria Leon D'oro Riva,45.8857,10.8393,N/A
Better Sushi,45.5997,9.8406,N/A
Trattoria Pizzeria Manzoni,46.0024,8.745,N/A
Il Barone Rosso,44.4796,11.633,N/A
Bar Centro Fondo Aisone - Aisa S.c.,44.3076,7.2218,N/A
Taverna Greca,45.065,7.6509,N/A
Olo-Olo Ravioleria,45.4897,9.1889,1
Pizzeria Il Ritorno,45.6666,9.0951,N/A
Ristorante Pizzeria Il Braciere,45.5769,10.0226,N/A
Ristorante e Pizza L' Imbuto,46.0609,8.7005,N/A
Ristorante Pizzeria Pellicano,45.4357,8.7482,N/A
King,44.9364,12.2273,N/A
Mair Fast Food,46.4921,11.3324,N/A
La Zagara @ Exenel,44.644,10.3814,N/A
Slurp,44.8363,11.6184,N/A
Ristorante Pizzeria Exotic,45.5657,10.5465,N/A
Gelateria Gelatami Costa Volpino,45.8304,10.1024,N/A
Bar Gelateria Valentino,46.2959,10.2718,N/A
PIZZERIA MAGGI 1953 Ristorante e Pizzeria,44.6567,11.1129,N/A
Gelateria Leffese di Coter Paolo e Mutti Veronica,45.8025,9.8857,N/A
Restaurant Pizzeria Wiesenheim,46.489,11.2614,N/A
Pizzeria Du De Cope,45.4419,10.9948,9
Pizzeria Basilico di Rey Bruno,45.4611,10.607,N/A
La Lanterna Galgagnano,45.3489,9.4431,N/A
Pizzeria Bar Italia,46.5345,13.6387,N/A
La Caliera Ristorante Pizzeria,46.0581,11.8888,N/A
Ristorante Pizzeria Al Porto/Centrale,45.8694,10.8765,N/A
Al Parco da Gigi,45.3718,10.9429,N/A
DON PEPPINO 'A PIZZA- RISTORANTE,45.5011,10.3473,N/A
Pizzeria trattoria Zio Pasquale e company,44.7083,10.4521,N/A
Napoleon,45.5065,12.0221,N/A
Pizzeria Antico Grano,45.9248,12.8419,N/A
Birreria Robin Hood,44.6195,10.723,N/A
Pizzeria Tempele,46.7398,12.3679,N/A
Sisten Irish Pub,44.8457,10.7276,N/A
Gelateria L'oasi,45.6679,9.9371,N/A
Ristorante Pizzeria Scugnizzi,45.1338,10.7193,N/A
Ristorante Pizzeria Papillo,46.5033,13.5094,N/A
Ristorante La Pianca,45.2537,7.5108,N/A
Corte Fusina Pizza Cucina e Griglia,45.5158,11.0159,N/A
Ristorante Giapponese Osen,44.9111,8.6144,N/A
Pizzeria Pomodoro Vezzano di Vallelaghi,46.0767,10.9975,N/A
Ristorante Pizzeria l'oro di Napoli,45.6529,8.7906,N/A
Hambù,45.8568,9.3855,N/A
Ristorante Vac è Press Magenta,45.465,8.8853,N/A
Ristorante al Cavalluccio Duino,45.7737,13.5992,N/A
Ristorante Pizzeria Parlapà,44.3635,7.8643,N/A
Il Covo del Ribelle,45.7225,11.7429,N/A
Pizzeria Agana,45.9944,11.7837,N/A
Santner's Pizzeria Restaurant,46.5403,11.5636,N/A
Lido' ristorante pizzeria SPIAGGIA,45.724,7.2755,N/A
Al Settimo - Pub | Ristorante | Pizzeria,44.7521,10.2162,N/A
Camping Comelico Pizzeria Alla Baita,46.5612,12.5709,N/A
Pizzeria Ristorante Locanda Doremì,45.7317,11.3824,N/A
Pizza e Churrasco di Papillo Gianfranco,44.8303,8.3303,N/A
Trattoria Valtellina,46.1598,9.6384,N/A
Pizzeria Il Pinguino (dal 1978),46.029,9.1294,N/A
Ristorante Pizzeria Esperia,45.7799,13.0,N/A
Pasticceria Melograno Cisano,45.7435,9.4738,N/A
Japs! De Gasperi,45.0584,7.6627,N/A
Hambù Hamburgeria e Pinsa Romana a Varese,45.8215,8.8267,N/A
Greek Gyros e More,45.4583,9.2169,1
Cornetti Night,45.0762,7.6799,N/A
Ristorante Pizzeria Il Pescatore 4,45.1358,8.4502,N/A
Mr. Dick,45.456,9.1808,1
Locanda Costa dei Vigneti,44.8174,8.9275,N/A
Zena Zuena,44.4032,8.9421,3
Taverna Coppapan & Pizzeria Le Dahu,45.7095,6.9497,N/A
Borgo Di Dentro Pizzeria con cucina,44.641,8.6485,N/A
Lindt Chocolate Shop Franciacorta,45.5775,10.1203,N/A
Ristorante Pizzeria Corte Catenaccio,45.1892,10.6561,N/A
La Dolce Idea,45.0833,11.6006,N/A
Pizzeria Restaurant Pub ALPEN,46.611,11.1656,N/A
Gelateria Wind,46.0468,10.9526,N/A
Ca' Donà da Vittorio - Ristorante Pizzeria,45.1308,11.8977,N/A
Muu Sushi - Porta Romana,45.4509,9.2014,1
Ristorante Pizzeria Belvedere Tirano,46.2181,10.1562,N/A
Astra 2,44.9964,9.6662,N/A
Bottega 14,44.8401,10.7592,N/A
Gemma Pizzeria - Verona Centro,45.443,11.0001,9
Ok Sushi Restaurant,45.823,8.818,N/A
Ristorante Moon Sushi,45.7493,9.3336,N/A
Ristorante Pizzeria Al Duomo,46.2092,11.0942,N/A
Bar Gelateria Flora Downtown,45.8865,10.8425,N/A
Locanda del Gatto Gordo,46.0678,11.1207,N/A
Dokdo,45.4515,12.0659,N/A
Osteria Santa Lucia,44.3072,11.0305,N/A
L'Antiga Taverna,45.4954,10.4128,N/A
Dai Fradei,45.267,11.1055,N/A
Val Form,44.6288,7.3749,N/A
Da Nettuno Ristorante Pizzeria,45.7571,13.3592,N/A
Ristorante Pizzeria al Mulì,45.9488,10.2066,N/A
Birreria Eldorado,45.3657,10.2081,N/A
1000 Gourmet Venezia,45.4358,12.3389,N/A
BEERGARDEN,45.7299,9.5741,N/A
Restaurant - Pizzeria Aquaforum Latsch,46.6108,10.8583,N/A
Gelateria San Gottardo,45.6965,8.4639,N/A
"Arhena + Bowling, Pizzeria & Snackeria",45.782,12.8516,N/A
Officina del Gelato,45.553,8.954,N/A
Willy's Burger - Hamburgher a Tema serie tv,45.4776,9.2169,1
Nivà Gelato,45.0654,7.6935,N/A
Ristorante Zen - Sushi Fusion Orientale,45.7239,8.6488,N/A
Il Vizietto Di Cortina,46.5368,12.1377,N/A
Ristorante Pizzeria Al Pioppeto,45.5431,12.1121,N/A
Cafè Del Pess,46.0198,9.2391,N/A
Ristorante Al Solito Posto,44.3599,8.5807,N/A
Ristorante Da Leone,45.8062,9.8498,N/A
Ristorante Pizzeria L'Ontano,46.1422,9.3743,N/A
Birrificio Bradipongo Srl,45.955,12.3631,N/A
